day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,2400,SQUID_INK,1847,22,,,,,1850,22,,,,,1848.5,0.0
1,2400,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,26.0
1,2500,SQUID_INK,1850,23,,,,,1853,23,,,,,1851.5,0.0
1,2500,RAINFOREST_RESIN,9997,5,9992,28,,,10008,28,,,,,10002.5,26.0
1,2500,KELP,2032,23,,,,,2036,23,,,,,2034.0,-0.087646484375
1,2600,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,51.0
1,2600,KELP,2033,30,,,,,2036,30,,,,,2034.5,-0.3408203125
1,2600,SQUID_INK,1851,30,,,,,1854,30,,,,,1852.5,0.0
1,2700,KELP,2033,30,,,,,2036,23,,,,,2034.5,-0.27099609375
1,2700,SQUID_INK,1853,30,,,,,1856,23,,,,,1854.5,0.0
1,2700,RAINFOREST_RESIN,10001,1,9992,34,,,10008,34,,,,,10004.5,51.0
1,2800,KELP,2033,27,,,,,2036,27,,,,,2034.5,-0.3734130859375
1,2800,SQUID_INK,1853,27,,,,,1857,27,,,,,1855.0,0.0
1,2800,RAINFOREST_RESIN,9997,2,9992,28,,,10008,28,,,,,10002.5,51.0
1,2900,SQUID_INK,1853,22,,,,,1856,22,,,,,1854.5,0.0
1,2900,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,51.0
1,2900,KELP,2032,22,,,,,2036,22,,,,,2034.0,0.0260009765625
1,3000,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,51.0
1,3000,KELP,2035,1,2033,35,,,2036,30,,,,,2035.5,-0.340576171875
1,3000,SQUID_INK,1855,1,1853,35,,,1856,30,,,,,1855.5,0.0
1,3100,KELP,2032,28,,,,,2036,28,,,,,2034.0,0.845458984375
1,3100,SQUID_INK,1851,28,,,,,1854,28,,,,,1852.5,0.0
1,3100,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,51.0
1,3200,KELP,2032,24,,,,,2034,5,2036,24,,,2033.0,0.605712890625
1,3200,SQUID_INK,1851,24,,,,,1852,5,1854,24,,,1851.5,0.0
1,3200,RAINFOREST_RESIN,10003,3,9992,27,,,10008,27,,,,,10005.5,51.0
1,3300,SQUID_INK,1851,25,,,,,1854,25,,,,,1852.5,0.0
1,3300,RAINFOREST_RESIN,9992,29,,,,,10008,29,,,,,10000.0,51.0
1,3300,KELP,2033,1,2032,24,,,2036,25,,,,,2034.5,0.6455078125
1,3400,RAINFOREST_RESIN,9992,32,,,,,9998,3,10008,32,,,9995.0,51.0
1,3400,KELP,2033,2,2032,27,,,2036,29,,,,,2034.5,0.74609375
1,3400,SQUID_INK,1850,29,,,,,1853,29,,,,,1851.5,0.0
1,3500,KELP,2032,26,,,,,2036,26,,,,,2034.0,0.604736328125
1,3500,SQUID_INK,1852,26,,,,,1855,26,,,,,1853.5,0.0
1,3500,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,51.0
1,3600,KELP,2033,27,,,,,2036,27,,,,,2034.5,0.4619140625
1,3600,SQUID_INK,1850,27,,,,,1853,27,,,,,1851.5,0.0
1,3600,RAINFOREST_RESIN,9992,27,,,,,10008,27,,,,,10000.0,51.0
1,3700,SQUID_INK,1851,25,,,,,1854,25,,,,,1852.5,0.0
1,3700,RAINFOREST_RESIN,9992,28,,,,,9999,1,10008,28,,,9995.5,51.0
1,3700,KELP,2033,25,,,,,2036,25,,,,,2034.5,0.501220703125
1,3800,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,47.0
1,3800,KELP,2033,24,,,,,2035,7,2036,24,,,2034.0,0.50244140625
1,3800,SQUID_INK,1849,24,,,,,1851,7,1852,24,,,1850.0,0.0
1,3900,KELP,2033,27,,,,,2036,26,,,,,2034.5,0.4609375
1,3900,SQUID_INK,1850,27,,,,,1853,26,,,,,1851.5,0.0
1,3900,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,47.0
1,4000,KELP,2032,30,,,,,2036,31,,,,,2034.0,0.646240234375
1,4000,SQUID_INK,1850,31,,,,,1851,1,1853,1,1854,30,1850.5,0.0
1,4000,RAINFOREST_RESIN,9997,6,9992,30,,,10008,30,,,,,10002.5,47.0
1,4100,RAINFOREST_RESIN,9997,2,9992,34,,,10008,34,,,,,10002.5,47.0
1,4100,SQUID_INK,1852,5,1851,24,,,1854,24,,,,,1853.0,0.0
1,4100,KELP,2033,5,2032,24,,,2036,24,,,,,2034.5,1.018798828125
1,4200,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,47.0
1,4200,KELP,2032,29,,,,,2034,7,2036,29,,,2033.0,0.809814453125
1,4200,SQUID_INK,1852,29,,,,,1854,7,1855,29,,,1853.0,0.0
1,4300,KELP,2032,26,,,,,2033,2,2036,26,,,2032.5,1.2412109375
1,4300,RAINFOREST_RESIN,9992,26,,,,,10008,26,,,,,10000.0,47.0
1,4300,SQUID_INK,1853,26,,,,,1854,2,1857,26,,,1853.5,0.0
1,4400,KELP,2032,28,,,,,2035,28,,,,,2033.5,1.462646484375
1,4400,SQUID_INK,1853,28,,,,,1856,28,,,,,1854.5,0.0
1,4400,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,47.0
1,4500,RAINFOREST_RESIN,9992,34,,,,,10008,34,,,,,10000.0,47.0
1,4500,SQUID_INK,1852,26,,,,,1854,8,1855,26,,,1853.0,0.0
1,4500,KELP,2032,26,,,,,2034,8,2036,26,,,2033.0,1.397705078125
1,4600,RAINFOREST_RESIN,9992,31,,,,,10008,31,,,,,10000.0,47.0
1,4600,KELP,2032,21,,,,,2034,3,2036,21,,,2033.0,1.333984375
1,4600,SQUID_INK,1854,21,,,,,1856,3,1857,21,,,1855.0,0.0
1,4700,KELP,2032,26,,,,,2035,26,,,,,2033.5,1.583984375
1,4700,RAINFOREST_RESIN,9992,27,,,,,10008,27,,,,,10000.0,47.0
1,4700,SQUID_INK,1854,26,,,,,1857,26,,,,,1855.5,0.0
1,4800,KELP,2034,1,2033,7,2032,23,2036,23,,,,,2035.0,1.212890625
1,4800,SQUID_INK,1856,1,1854,30,,,1857,23,,,,,1856.5,0.0
1,4800,RAINFOREST_RESIN,9992,25,,,,,9999,1,10008,25,,,9995.5,47.0
1,4900,RAINFOREST_RESIN,9997,7,9992,28,,,10008,28,,,,,10002.5,45.0
1,4900,SQUID_INK,1853,24,,,,,1855,6,1856,24,,,1854.0,1.328857421875
1,4900,KELP,2032,24,,,,,2034,6,2035,2,2036,22,2033.0,1.435546875
1,5000,RAINFOREST_RESIN,9992,27,,,,,10008,27,,,,,10000.0,45.0
1,5000,KELP,2033,5,2032,31,,,2035,1,2036,30,,,2034.0,1.3330078125
1,5000,SQUID_INK,1854,6,1853,30,,,1857,31,,,,,1855.5,0.9027099609375
1,5100,KELP,2032,26,,,,,2036,26,,,,,2034.0,1.37158203125
1,5100,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,45.0
1,5100,SQUID_INK,1852,26,,,,,1855,26,,,,,1853.5,2.178955078125
1,5200,SQUID_INK,1854,5,1853,31,,,1856,25,,,,,1855.0,1.7066650390625
1,5200,KELP,2033,5,2032,31,,,2035,2,2036,23,,,2034.0,1.3916015625
1,5200,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,45.0
1,5300,RAINFOREST_RESIN,9992,29,,,,,9997,12,10008,29,,,9994.5,45.0
1,5300,SQUID_INK,1852,22,,,,,1855,22,,,,,1853.5,2.1539306640625
1,5300,KELP,2032,22,,,,,2036,22,,,,,2034.0,1.089111328125
1,5400,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,45.0
1,5400,SQUID_INK,1853,30,,,,,1856,30,,,,,1854.5,1.8031005859375
1,5400,KELP,2032,30,,,,,2036,30,,,,,2034.0,1.04931640625
1,5500,KELP,2032,29,,,,,2033,8,2036,29,,,2032.5,0.927490234375
1,5500,RAINFOREST_RESIN,9992,32,,,,,10008,32,,,,,10000.0,45.0
1,5500,SQUID_INK,1854,21,,,,,1857,29,,,,,1855.5,0.5819091796875
1,5600,SQUID_INK,1851,25,,,,,1854,2,1855,23,,,1852.5,3.0880126953125
1,5600,KELP,2032,25,,,,,2036,25,,,,,2034.0,0.927001953125
1,5600,RAINFOREST_RESIN,9992,34,,,,,10003,7,10008,34,,,9997.5,45.0
1,5700,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,45.0
1,5700,SQUID_INK,1850,34,,,,,1853,31,,,,,1851.5,4.6956787109375
1,5700,KELP,2033,4,2032,30,,,2036,31,,,,,2034.5,0.689208984375
1,5800,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,45.0
1,5800,SQUID_INK,1851,2,1850,28,,,1854,30,,,,,1852.5,3.9588623046875
1,5800,KELP,2032,30,,,,,2036,30,,,,,2034.0,0.771240234375
1,5900,KELP,2032,23,,,,,2036,23,,,,,2034.0,0.829833984375
1,5900,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,45.0
1,5900,SQUID_INK,1851,2,1850,21,,,1854,23,,,,,1852.5,3.9737548828125
1,6000,SQUID_INK,1853,30,,,,,1856,30,,,,,1854.5,1.5020751953125
1,6000,KELP,2032,30,,,,,2036,30,,,,,2034.0,0.93310546875
1,6000,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,45.0
1,6100,RAINFOREST_RESIN,9992,33,,,,,10003,4,10008,33,,,9997.5,59.0
1,6100,SQUID_INK,1853,25,,,,,1856,25,,,,,1854.5,1.726806640625
1,6100,KELP,2033,1,2032,24,,,2036,25,,,,,2034.5,0.736328125
1,6200,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,59.0
1,6200,SQUID_INK,1855,1,1853,30,,,1856,30,,,,,1855.5,1.3717041015625
1,6200,KELP,2035,1,2032,30,,,2036,30,,,,,2035.5,0.91748046875
1,6300,KELP,2032,22,,,,,2036,22,,,,,2034.0,1.7822265625
1,6300,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,59.0
1,6300,SQUID_INK,1855,22,,,,,1858,22,,,,,1856.5,-0.2381591796875
1,6400,SQUID_INK,1855,24,,,,,1858,24,,,,,1856.5,-9.30859375
1,6400,KELP,2033,1,2032,23,,,2036,24,,,,,2034.5,1.55712890625
1,6400,RAINFOREST_RESIN,9992,31,,,,,10003,2,10008,31,,,9997.5,59.0
1,6500,RAINFOREST_RESIN,10002,3,9992,30,,,10008,30,,,,,10005.0,59.0
1,6500,SQUID_INK,1856,22,,,,,1859,22,,,,,1857.5,-14.94140625
1,6500,KELP,2032,22,,,,,2036,22,,,,,2034.0,1.5234375
1,6600,RAINFOREST_RESIN,9992,26,,,,,10008,26,,,,,10000.0,59.0
1,6600,SQUID_INK,1856,27,,,,,1857,5,1860,29,,,1856.5,-24.7734375
1,6600,KELP,2032,27,,,,,2033,5,2036,29,,,2032.5,1.400390625
1,6700,KELP,2033,31,,,,,2035,7,2036,31,,,2034.0,0.6787109375
1,6700,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,71.0
1,6700,SQUID_INK,1857,31,,,,,1859,7,1860,31,,,1858.0,-28.3671875
1,6800,SQUID_INK,1858,4,1857,31,,,1860,31,,,,,1859.0,-26.580078125
1,6800,KELP,2034,4,2033,2,2032,29,2036,31,,,,,2035.0,1.48095703125
1,6800,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,71.0
1,6900,RAINFOREST_RESIN,9992,31,,,,,10008,31,,,,,10000.0,89.0
1,6900,SQUID_INK,1858,29,,,,,1860,3,1861,29,,,1859.0,-42.396484375
1,6900,KELP,2033,29,,,,,2035,3,2036,29,,,2034.0,1.29931640625
1,7000,RAINFOREST_RESIN,9992,27,,,,,10008,27,,,,,10000.0,109.0
1,7000,SQUID_INK,1858,38,,,,,1861,31,,,,,1859.5,-44.556640625
1,7000,KELP,2033,38,,,,,2036,31,,,,,2034.5,1.23828125
1,7100,KELP,2033,1,2032,30,,,2036,31,,,,,2034.5,1.3623046875
1,7100,RAINFOREST_RESIN,9992,31,,,,,10008,31,,,,,10000.0,109.0
1,7100,SQUID_INK,1859,31,,,,,1862,31,,,,,1860.5,-59.212890625
1,7200,SQUID_INK,1859,29,,,,,1862,23,,,,,1860.5,-58.751953125
1,7200,KELP,2033,7,2032,22,,,2036,23,,,,,2034.5,1.453125
1,7200,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,109.0
1,7300,RAINFOREST_RESIN,9992,27,,,,,10008,27,,,,,10000.0,109.0
1,7300,SQUID_INK,1860,26,,,,,1863,26,,,,,1861.5,-74.21875
1,7300,KELP,2033,1,2032,25,,,2036,26,,,,,2034.5,1.4833984375
1,7400,RAINFOREST_RESIN,9992,34,,,,,10008,34,,,,,10000.0,109.0
1,7400,SQUID_INK,1860,22,,,,,1863,22,,,,,1861.5,-72.875
1,7400,KELP,2032,22,,,,,2036,22,,,,,2034.0,2.3125
1,7500,KELP,2032,29,,,,,2034,3,2036,29,,,2033.0,1.81298828125
1,7500,RAINFOREST_RESIN,9992,34,,,,,10008,34,,,,,10000.0,115.0
1,7500,SQUID_INK,1860,29,,,,,1861,3,1863,29,,,1860.5,-69.05859375
1,7600,SQUID_INK,1859,27,,,,,1862,27,,,,,1860.5,-47.109375
1,7600,KELP,2032,27,,,,,2036,27,,,,,2034.0,1.8701171875
1,7600,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,115.0
1,7700,RAINFOREST_RESIN,9997,6,9992,27,,,10008,27,,,,,10002.5,115.0
1,7700,SQUID_INK,1859,26,,,,,1862,26,,,,,1860.5,-58.328125
1,7700,KELP,2032,26,,,,,2036,26,,,,,2034.0,1.92919921875
1,7800,RAINFOREST_RESIN,9992,31,,,,,10008,31,,,,,10000.0,115.0
1,7800,SQUID_INK,1861,1,1860,23,,,1864,23,,,,,1862.5,-91.92578125
1,7800,KELP,2033,1,2032,23,,,2036,23,,,,,2034.5,1.46923828125
1,7900,KELP,2033,24,,,,,2036,24,,,,,2034.5,0.79638671875
1,7900,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,115.0
1,7900,SQUID_INK,1861,24,,,,,1864,24,,,,,1862.5,-98.20703125
1,8000,SQUID_INK,1863,1,1862,3,1861,30,1864,30,,,,,1863.5,-94.5625
1,8000,KELP,2035,1,2034,3,2033,30,2036,30,,,,,2035.5,0.77197265625
1,8000,RAINFOREST_RESIN,9992,32,,,,,10008,32,,,,,10000.0,115.0
1,8100,SQUID_INK,1860,25,,,,,1864,25,,,,,1862.0,-88.09375
1,8100,KELP,2033,25,,,,,2036,25,,,,,2034.5,1.53369140625
1,8100,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,115.0
1,8200,SQUID_INK,1862,2,1861,25,,,1865,27,,,,,1863.5,-115.95703125
1,8200,RAINFOREST_RESIN,9992,34,,,,,10008,34,,,,,10000.0,131.0
1,8200,KELP,2033,27,,,,,2036,27,,,,,2034.5,1.4189453125
1,8300,KELP,2033,28,,,,,2036,28,,,,,2034.5,1.20947265625
1,8300,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,131.0
1,8300,SQUID_INK,1861,28,,,,,1864,28,,,,,1862.5,-95.78515625
1,8400,SQUID_INK,1860,29,,,,,1864,29,,,,,1862.0,-89.64453125
1,8400,RAINFOREST_RESIN,10002,4,9992,30,,,10008,30,,,,,10005.0,131.0
1,8400,KELP,2033,29,,,,,2036,29,,,,,2034.5,1.53759765625
1,8500,SQUID_INK,1861,35,,,,,1864,27,,,,,1862.5,-101.28515625
1,8500,KELP,2033,35,,,,,2036,27,,,,,2034.5,1.62255859375
1,8500,RAINFOREST_RESIN,9992,29,,,,,10008,29,,,,,10000.0,131.0
1,8600,SQUID_INK,1861,29,,,,,1864,2,1865,27,,,1862.5,-113.0078125
1,8600,RAINFOREST_RESIN,9992,32,,,,,10008,32,,,,,10000.0,131.0
1,8600,KELP,2033,29,,,,,2036,29,,,,,2034.5,1.17578125
1,8700,KELP,2035,1,2033,32,,,2036,24,,,,,2035.5,1.056640625
1,8700,SQUID_INK,1863,1,1861,10,1860,22,1864,24,,,,,1863.5,-90.0703125
1,8700,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,131.0
1,8800,RAINFOREST_RESIN,9992,26,,,,,10008,26,,,,,10000.0,131.0
1,8800,KELP,2033,31,,,,,2036,31,,,,,2034.5,1.2646484375
1,8800,SQUID_INK,1863,31,,,,,1866,31,,,,,1864.5,-145.1953125
1,8900,KELP,2033,28,,,,,2036,26,,,,,2034.5,0.947265625
1,8900,SQUID_INK,1864,28,,,,,1867,26,,,,,1865.5,-187.3359375
1,8900,RAINFOREST_RESIN,9992,32,,,,,10008,32,,,,,10000.0,131.0
1,9000,SQUID_INK,1864,23,,,,,1867,23,,,,,1865.5,-181.80078125
1,9000,RAINFOREST_RESIN,9997,6,9992,33,,,10008,33,,,,,10002.5,131.0
1,9000,KELP,2033,23,,,,,2036,23,,,,,2034.5,1.048828125
1,9100,KELP,2033,27,,,,,2036,22,,,,,2034.5,1.0498046875
1,9100,SQUID_INK,1865,5,1864,22,,,1867,22,,,,,1866.0,-190.03515625
1,9100,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,131.0
1,9200,RAINFOREST_RESIN,9992,31,,,,,10008,31,,,,,10000.0,131.0
1,9200,KELP,2033,30,,,,,2036,27,,,,,2034.5,1.869140625
1,9200,SQUID_INK,1865,30,,,,,1868,27,,,,,1866.5,-199.80859375
1,9300,KELP,2033,30,,,,,2036,30,,,,,2034.5,1.091796875
1,9300,SQUID_INK,1864,30,,,,,1868,30,,,,,1866.0,-196.4765625
1,9300,RAINFOREST_RESIN,10003,11,9992,26,,,10008,26,,,,,10005.5,131.0
1,9400,SQUID_INK,1866,3,1865,30,,,1868,30,,,,,1867.0,-216.32421875
1,9400,RAINFOREST_RESIN,9992,29,,,,,10008,29,,,,,10000.0,131.0
1,9400,KELP,2033,33,,,,,2036,30,,,,,2034.5,2.1796875
1,9500,KELP,2033,26,,,,,2036,26,,,,,2034.5,2.1787109375
1,9500,SQUID_INK,1865,26,,,,,1868,26,,,,,1866.5,-214.640625
1,9500,RAINFOREST_RESIN,9992,27,,,,,10008,27,,,,,10000.0,131.0
1,9600,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,131.0
1,9600,KELP,2033,21,,,,,2036,21,,,,,2034.5,1.1669921875
1,9600,SQUID_INK,1867,21,,,,,1870,21,,,,,1868.5,-259.640625
1,9700,SQUID_INK,1866,31,,,,,1867,5,1868,5,1869,31,1866.5,-240.1640625
1,9700,KELP,2033,31,,,,,2034,5,2035,5,2036,31,2033.5,1.5185546875
1,9700,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,131.0
1,9800,SQUID_INK,1865,26,,,,,1868,26,,,,,1866.5,-212.59765625
1,9800,RAINFOREST_RESIN,9992,26,,,,,10008,26,,,,,10000.0,131.0
1,9800,KELP,2033,26,,,,,2036,26,,,,,2034.5,1.8193359375
1,9900,SQUID_INK,1866,24,,,,,1869,24,,,,,1867.5,-229.8671875
1,9900,KELP,2033,24,,,,,2036,24,,,,,2034.5,1.5087890625
1,9900,RAINFOREST_RESIN,10001,1,9992,29,,,10008,29,,,,,10004.5,131.0
1,10000,RAINFOREST_RESIN,9992,28,,,,,10000,4,10008,28,,,9996.0,127.0
1,10000,KELP,2033,27,,,,,2036,27,,,,,2034.5,2.53125
1,10000,SQUID_INK,1867,27,,,,,1870,27,,,,,1868.5,-254.70703125
1,10100,SQUID_INK,1867,21,,,,,1869,5,1870,21,,,1868.0,-267.96484375
1,10100,KELP,2033,1,2032,20,,,2034,5,2036,21,,,2033.5,3.201171875
1,10100,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,127.0
1,10200,SQUID_INK,1869,20,,,,,1872,20,,,,,1870.5,-307.41015625
1,10200,RAINFOREST_RESIN,9997,4,9992,31,,,10008,31,,,,,10002.5,127.0
1,10200,KELP,2033,20,,,,,2036,20,,,,,2034.5,2.69921875
1,10300,SQUID_INK,1869,5,1868,25,,,1871,25,,,,,1870.0,-300.3359375
1,10300,KELP,2033,30,,,,,2036,25,,,,,2034.5,2.849609375
1,10300,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,127.0
1,10400,RAINFOREST_RESIN,9992,27,,,,,9999,1,10008,27,,,9995.5,127.0
1,10400,KELP,2032,25,,,,,2036,25,,,,,2034.0,3.0615234375
1,10400,SQUID_INK,1869,25,,,,,1873,25,,,,,1871.0,-333.27734375
1,10500,SQUID_INK,1870,34,,,,,1873,26,,,,,1871.5,-344.93359375
1,10500,KELP,2033,8,2032,26,,,2036,26,,,,,2034.5,3.1611328125
1,10500,RAINFOREST_RESIN,9997,4,9992,33,,,10008,33,,,,,10002.5,125.0
1,10600,SQUID_INK,1871,3,1870,20,,,1873,20,,,,,1872.0,-336.08203125
1,10600,RAINFOREST_RESIN,9992,34,,,,,10008,34,,,,,10000.0,130.0
