day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,700,PICNIC_BASKET1,58687,12,58686,18,,,58698,12,58699,18,,,58692.5,0.0
1,700,CROISSANTS,4274,141,,,,,4275,141,,,,,4274.5,0.0
1,700,JAMS,6542,74,6541,143,,,6543,77,6544,143,,,6542.5,0.0
1,700,RAINFOREST_RESIN,9992,30,,,,,9997,9,10008,30,,,9994.5,-3.0
1,800,SQUID_INK,1833,28,,,,,1836,28,,,,,1834.5,0.0
1,800,PICNIC_BASKET2,30251,1,30250,38,,,30256,1,30257,38,,,30253.5,0.0
1,800,PICNIC_BASKET1,58686,1,58685,10,58684,28,58695,1,58696,10,58697,28,58690.5,0.0
1,800,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,-39.0
1,800,DJEMBES,13411,60,,,,,13412,28,13413,32,,,13411.5,0.0
1,800,KELP,2032,1,2031,27,,,2035,28,,,,,2033.5,0.0
1,800,CROISSANTS,4274,48,4273,69,,,4275,117,,,,,4274.5,0.0
1,800,JAMS,6542,69,6541,145,,,6543,69,6544,145,,,6542.5,0.0
1,900,SQUID_INK,1834,21,,,,,1837,21,,,,,1835.5,0.0
1,900,KELP,2031,21,,,,,2035,21,,,,,2033.0,0.0
1,900,PICNIC_BASKET2,30253,3,30248,38,,,30255,38,,,,,30254.0,0.0
1,900,PICNIC_BASKET1,58697,3,58687,38,,,58698,14,58699,24,,,58697.5,0.0
1,900,CROISSANTS,4274,56,4273,65,,,4275,121,,,,,4274.5,0.0
1,900,JAMS,6542,65,6541,109,,,6543,65,6544,109,,,6542.5,0.0
1,900,RAINFOREST_RESIN,9992,32,,,,,9998,4,10008,32,,,9995.0,-39.0
1,900,DJEMBES,13412,71,,,,,13413,24,13414,41,,,13412.5,0.0
1,1000,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,-55.0
1,1000,DJEMBES,13413,30,13412,48,,,13414,78,,,,,13413.5,0.0
1,1000,KELP,2032,30,,,,,2035,30,,,,,2033.5,0.0
1,1000,CROISSANTS,4274,40,4273,65,,,4275,105,,,,,4274.5,0.0
1,1000,JAMS,6543,265,,,,,6545,265,,,,,6544.0,0.0
1,1000,SQUID_INK,1835,30,,,,,1838,30,,,,,1836.5,0.0
1,1000,PICNIC_BASKET2,30256,2,30255,48,,,30261,20,30262,30,,,30258.5,0.0
1,1000,PICNIC_BASKET1,58693,2,58692,18,58691,30,58702,2,58703,18,58704,30,58697.5,0.0
1,1100,DJEMBES,13413,63,,,,,13414,63,,,,,13413.5,0.0
1,1100,SQUID_INK,1836,30,,,,,1839,30,,,,,1837.5,0.0
1,1100,KELP,2032,30,,,,,2035,30,,,,,2033.5,0.0
1,1100,PICNIC_BASKET2,30252,21,30251,27,,,30257,2,30258,46,,,30254.5,0.0
1,1100,PICNIC_BASKET1,58687,2,58686,19,58685,27,58696,2,58697,19,58698,27,58691.5,0.0
1,1100,CROISSANTS,4274,40,4273,87,,,4275,127,,,,,4274.5,0.0
1,1100,JAMS,6542,270,,,,,6544,270,,,,,6543.0,0.0
1,1100,RAINFOREST_RESIN,9992,26,,,,,10008,26,,,,,10000.0,-55.0
1,1200,SQUID_INK,1836,29,,,,,1839,1,1840,28,,,1837.5,0.0
1,1200,PICNIC_BASKET2,30252,1,30251,32,,,30257,1,30258,32,,,30254.5,0.0
1,1200,PICNIC_BASKET1,58681,1,58680,12,58679,20,58690,1,58691,12,58692,20,58685.5,0.0
1,1200,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,-55.0
1,1200,DJEMBES,13412,20,13411,36,,,13413,56,,,,,13412.5,0.0
1,1200,KELP,2032,29,,,,,2035,29,,,,,2033.5,0.0
1,1200,CROISSANTS,4273,117,,,,,4275,117,,,,,4274.0,0.0
1,1200,JAMS,6542,80,6541,110,,,6543,80,6544,110,,,6542.5,0.0
1,1300,SQUID_INK,1839,23,,,,,1842,23,,,,,1840.5,0.0
1,1300,KELP,2032,23,,,,,2035,23,,,,,2033.5,0.0
1,1300,PICNIC_BASKET2,30250,6,30248,5,30245,27,30251,10,30252,17,,,30250.5,0.0
1,1300,PICNIC_BASKET1,58693,6,58688,5,58683,10,58694,10,58695,17,,,58693.5,0.0
1,1300,CROISSANTS,4273,126,,,,,4275,126,,,,,4274.0,0.0
1,1300,JAMS,6542,77,6541,151,,,6543,77,6544,151,,,6542.5,0.0
1,1300,RAINFOREST_RESIN,9992,28,,,,,10003,5,10008,28,,,9997.5,-55.0
1,1300,DJEMBES,13412,52,,,,,13414,52,,,,,13413.0,0.0
1,1400,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,-56.0
1,1400,DJEMBES,13413,56,,,,,13414,56,,,,,13413.5,0.0
1,1400,KELP,2032,26,,,,,2035,26,,,,,2033.5,0.0
1,1400,JAMS,6542,98,6541,110,,,6543,98,6544,110,,,6542.5,0.0
1,1400,CROISSANTS,4273,158,,,,,4275,158,,,,,4274.0,0.0
1,1400,SQUID_INK,1841,26,,,,,1844,26,,,,,1842.5,0.0
1,1400,PICNIC_BASKET1,58692,2,58691,16,58690,23,58701,2,58702,16,58703,23,58696.5,0.0
1,1400,PICNIC_BASKET2,30245,2,30244,39,,,30250,18,30251,23,,,30247.5,0.0
1,1500,DJEMBES,13412,66,,,,,13414,66,,,,,13413.0,0.0
1,1500,SQUID_INK,1843,1,1842,29,,,1846,31,,,,,1844.5,0.0
1,1500,PICNIC_BASKET1,58690,2,58689,16,58688,26,58699,2,58700,16,58701,26,58694.5,0.0
1,1500,PICNIC_BASKET2,30244,44,,,,,30250,18,30251,26,,,30247.0,0.0
1,1500,KELP,2032,30,,,,,2035,31,,,,,2033.5,0.0
1,1500,CROISSANTS,4273,125,,,,,4274,56,4275,69,,,4273.5,0.0
1,1500,JAMS,6542,69,6541,162,,,6543,69,6544,162,,,6542.5,0.0
1,1500,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,-56.0
1,1600,SQUID_INK,1842,24,,,,,1845,24,,,,,1843.5,0.0
1,1600,PICNIC_BASKET1,58688,1,58687,12,58686,29,58697,1,58698,12,58699,29,58692.5,0.0
1,1600,PICNIC_BASKET2,30246,1,30245,41,,,30251,1,30252,41,,,30248.5,0.0
1,1600,RAINFOREST_RESIN,9992,31,,,,,10008,31,,,,,10000.0,-56.0
1,1600,DJEMBES,13412,70,,,,,13413,70,,,,,13412.5,0.0
1,1600,KELP,2032,24,,,,,2035,24,,,,,2033.5,0.0
1,1600,CROISSANTS,4273,151,,,,,4275,151,,,,,4274.0,0.0
1,1600,JAMS,6542,89,6541,171,,,6543,89,6544,171,,,6542.5,0.0
1,1700,SQUID_INK,1844,24,,,,,1848,24,,,,,1846.0,0.0
1,1700,PICNIC_BASKET1,58688,18,58687,29,,,58699,18,58700,29,,,58693.5,0.0
1,1700,PICNIC_BASKET2,30245,47,,,,,30251,18,30252,29,,,30248.0,0.0
1,1700,KELP,2032,24,,,,,2036,24,,,,,2034.0,0.0
1,1700,CROISSANTS,4274,122,,,,,4275,122,,,,,4274.5,0.0
1,1700,JAMS,6542,86,6541,139,,,6543,86,6544,139,,,6542.5,0.0
1,1700,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,-56.0
1,1700,DJEMBES,13412,75,,,,,13413,29,13414,46,,,13412.5,0.0
1,1800,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,-56.0
1,1800,DJEMBES,13413,15,13412,30,,,13414,45,,,,,13413.5,0.0
1,1800,KELP,2032,30,,,,,2036,30,,,,,2034.0,0.0
1,1800,CROISSANTS,4274,125,,,,,4275,125,,,,,4274.5,0.0
1,1800,JAMS,6542,90,6541,161,,,6543,90,6544,161,,,6542.5,0.0
1,1800,SQUID_INK,1846,30,,,,,1849,30,,,,,1847.5,0.0
1,1800,PICNIC_BASKET1,58685,17,58684,15,,,58695,2,58696,30,,,58690.0,0.0
1,1800,PICNIC_BASKET2,30244,17,30243,15,,,30249,2,30250,30,,,30246.5,0.0
1,1900,DJEMBES,13413,68,,,,,13414,30,13415,38,,,13413.5,0.0
1,1900,KELP,2032,26,,,,,2036,26,,,,,2034.0,0.0
1,1900,PICNIC_BASKET1,58687,2,58686,11,58685,30,58696,2,58697,11,58698,30,58691.5,0.0
1,1900,PICNIC_BASKET2,30243,13,30242,30,,,30249,13,30250,30,,,30246.0,0.0
1,1900,CROISSANTS,4274,47,4273,55,,,4275,102,,,,,4274.5,0.0
1,1900,JAMS,6541,173,,,,,6543,173,,,,,6542.0,0.0
1,1900,SQUID_INK,1847,2,1846,24,,,1850,26,,,,,1848.5,0.0
1,1900,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,-56.0
1,2000,KELP,2032,22,,,,,2034,1,2036,22,,,2033.0,0.0
1,2000,PICNIC_BASKET1,58686,11,58685,17,,,58697,11,58698,17,,,58691.5,0.0
1,2000,PICNIC_BASKET2,30243,28,,,,,30249,11,30250,17,,,30246.0,0.0
1,2000,SQUID_INK,1847,22,,,,,1849,1,1851,22,,,1848.0,0.0
1,2000,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,-56.0
1,2000,DJEMBES,13413,56,,,,,13414,56,,,,,13413.5,0.0
1,2000,CROISSANTS,4274,55,4273,89,,,4275,139,,,,,4274.5,0.0
1,2000,JAMS,6541,219,,,,,6543,219,,,,,6542.0,0.0
1,2100,PICNIC_BASKET1,58686,16,58685,15,,,58697,16,58698,15,,,58691.5,0.0
1,2100,PICNIC_BASKET2,30243,31,,,,,30249,16,30250,15,,,30246.0,0.0
1,2100,CROISSANTS,4273,140,,,,,4275,140,,,,,4274.0,0.0
1,2100,JAMS,6541,178,,,,,6543,178,,,,,6542.0,0.0
1,2100,SQUID_INK,1848,25,,,,,1851,25,,,,,1849.5,0.0
1,2100,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,-56.0
1,2100,DJEMBES,13414,50,,,,,13415,45,,,,,13414.5,0.0
1,2100,KELP,2032,25,,,,,2036,25,,,,,2034.0,0.0
1,2200,RAINFOREST_RESIN,9992,32,,,,,10008,32,,,,,10000.0,-56.0
1,2200,DJEMBES,13415,19,13414,39,,,13416,58,,,,,13415.5,0.0
1,2200,CROISSANTS,4273,133,,,,,4275,133,,,,,4274.0,0.0
1,2200,JAMS,6542,71,6541,131,,,6543,71,6544,131,,,6542.5,0.0
1,2200,KELP,2032,31,,,,,2036,31,,,,,2034.0,0.0
1,2200,PICNIC_BASKET1,58680,2,58679,12,58678,19,58689,2,58690,12,58691,19,58684.5,0.0
1,2200,PICNIC_BASKET2,30243,33,,,,,30249,14,30250,19,,,30246.0,0.0
1,2200,SQUID_INK,1849,31,,,,,1852,31,,,,,1850.5,0.0
1,2300,DJEMBES,13414,66,,,,,13416,66,,,,,13415.0,0.0
1,2300,KELP,2032,21,,,,,2036,21,,,,,2034.0,0.0
1,2300,PICNIC_BASKET1,58682,2,58678,1,58677,44,58687,1,58688,18,58689,26,58684.5,0.0
1,2300,PICNIC_BASKET2,30240,2,30238,1,30237,44,30243,19,30244,26,,,30241.5,0.0
1,2300,CROISSANTS,4273,120,,,,,4274,38,4275,82,,,4273.5,0.0
1,2300,JAMS,6542,82,6541,117,,,6543,82,6544,117,,,6542.5,0.0
1,2300,SQUID_INK,1849,21,,,,,1852,21,,,,,1850.5,0.0
1,2300,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,-56.0
1,2400,KELP,2035,1,2033,3,2032,26,2036,26,,,,,2035.5,0.0
1,2400,PICNIC_BASKET1,58674,1,58673,16,58672,28,58683,1,58684,16,58685,28,58678.5,0.0
1,2400,PICNIC_BASKET2,30236,1,30235,44,,,30241,17,30242,28,,,30238.5,0.0
1,2400,SQUID_INK,1849,1,1848,3,1847,26,1850,26,,,,,1849.5,0.0
1,2400,RAINFOREST_RESIN,9992,32,,,,,10008,32,,,,,10000.0,-56.0
1,2400,DJEMBES,13415,58,,,,,13416,58,,,,,13415.5,0.0
1,2400,CROISSANTS,4273,106,,,,,4274,48,4275,58,,,4273.5,0.0
1,2400,JAMS,6542,160,,,,,6544,160,,,,,6543.0,0.0
1,2500,PICNIC_BASKET2,30237,11,30236,18,,,30243,29,,,,,30240.0,0.0
1,2500,PICNIC_BASKET1,58670,11,58669,18,,,58681,11,58682,18,,,58675.5,0.0
1,2500,CROISSANTS,4273,157,,,,,4275,157,,,,,4274.0,0.0
1,2500,SQUID_INK,1850,27,,,,,1853,27,,,,,1851.5,-2.162353515625
1,2500,RAINFOREST_RESIN,9992,29,,,,,10008,29,,,,,10000.0,-56.0
1,2500,JAMS,6542,92,6541,191,,,6543,92,6544,191,,,6542.5,0.0
1,2500,DJEMBES,13415,56,,,,,13416,56,,,,,13415.5,0.0
1,2500,KELP,2032,27,,,,,2036,27,,,,,2034.0,0.912353515625
1,2600,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,-56.0
1,2600,DJEMBES,13415,74,,,,,13417,74,,,,,13416.0,0.0
1,2600,CROISSANTS,4274,136,,,,,4275,136,,,,,4274.5,0.0
1,2600,JAMS,6542,250,,,,,6544,250,,,,,6543.0,0.0
1,2600,KELP,2033,21,,,,,2036,21,,,,,2034.5,0.6591796875
1,2600,PICNIC_BASKET2,30238,11,30237,25,,,30243,1,30244,35,,,30240.5,0.0
1,2600,PICNIC_BASKET1,58675,1,58674,10,58673,25,58684,1,58685,10,58686,25,58679.5,0.0
1,2600,SQUID_INK,1851,21,,,,,1854,21,,,,,1852.5,-3.54931640625
1,2700,CROISSANTS,4274,106,,,,,4275,106,,,,,4274.5,0.0
1,2700,JAMS,6542,190,,,,,6544,190,,,,,6543.0,0.0
1,2700,DJEMBES,13415,78,,,,,13416,28,13417,50,,,13415.5,0.0
1,2700,KELP,2035,1,2033,33,,,2036,31,,,,,2035.5,0.72900390625
1,2700,PICNIC_BASKET2,30238,2,30237,39,,,30243,2,30244,39,,,30240.5,0.0
1,2700,PICNIC_BASKET1,58672,2,58671,11,58670,28,58681,2,58682,11,58683,28,58676.5,0.0
1,2700,SQUID_INK,1855,1,1853,33,,,1856,31,,,,,1855.5,-5.560546875
1,2700,RAINFOREST_RESIN,9992,32,,,,,10008,32,,,,,10000.0,-56.0
1,2800,CROISSANTS,4274,49,4273,80,,,4275,129,,,,,4274.5,0.0
1,2800,JAMS,6542,80,6541,155,,,6543,80,6544,155,,,6542.5,0.0
1,2800,KELP,2033,27,,,,,2036,22,,,,,2034.5,1.253173828125
1,2800,PICNIC_BASKET2,30241,12,30240,22,,,30247,34,,,,,30244.0,0.0
1,2800,PICNIC_BASKET1,58671,12,58670,22,,,58682,12,58683,22,,,58676.5,0.0
1,2800,SQUID_INK,1854,5,1853,22,,,1857,22,,,,,1855.5,-6.03369140625
1,2800,RAINFOREST_RESIN,9992,25,,,,,10008,25,,,,,10000.0,-56.0
1,2800,DJEMBES,13416,33,13415,42,,,13417,64,,,,,13416.5,0.0
1,2900,PICNIC_BASKET2,30243,17,30242,26,,,30248,1,30249,42,,,30245.5,0.0
1,2900,PICNIC_BASKET1,58671,1,58670,16,58669,26,58680,1,58681,16,58682,26,58675.5,0.0
1,2900,SQUID_INK,1853,22,,,,,1856,22,,,,,1854.5,-4.9267578125
1,2900,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,-56.0
1,2900,CROISSANTS,4274,117,,,,,4275,117,,,,,4274.5,0.0
1,2900,JAMS,6542,222,,,,,6544,222,,,,,6543.0,0.0
1,2900,DJEMBES,13416,66,,,,,13417,66,,,,,13416.5,0.0
1,2900,KELP,2032,22,,,,,2036,22,,,,,2034.0,2.052001953125
1,3000,RAINFOREST_RESIN,9992,30,,,,,10008,30,,,,,10000.0,-56.0
1,3000,DJEMBES,13417,16,13416,32,,,13418,48,,,,,13417.5,0.0
1,3000,CROISSANTS,4274,91,,,,,4275,91,,,,,4274.5,0.0
1,3000,JAMS,6543,213,,,,,6545,213,,,,,6544.0,0.0
1,3000,KELP,2033,28,,,,,2036,28,,,,,2034.5,1.31884765625
1,3000,PICNIC_BASKET2,30247,12,30246,16,,,30249,6,30252,1,30253,27,30248.0,0.0
1,3000,PICNIC_BASKET1,58679,12,58678,16,,,58684,6,58689,1,58690,27,58681.5,0.0
1,3000,SQUID_INK,1853,28,,,,,1856,28,,,,,1854.5,-4.325439453125
1,3100,CROISSANTS,4274,115,,,,,4276,115,,,,,4275.0,0.0
1,3100,JAMS,6543,248,,,,,6545,248,,,,,6544.0,0.0
1,3100,DJEMBES,13416,62,,,,,13417,62,,,,,13416.5,0.0
1,3100,KELP,2032,25,,,,,2036,25,,,,,2034.0,1.845458984375
1,3100,PICNIC_BASKET2,30247,33,,,,,30254,33,,,,,30250.5,0.0
1,3100,PICNIC_BASKET1,58674,18,58673,15,,,58685,18,58686,15,,,58679.5,0.0
1,3100,SQUID_INK,1851,25,,,,,1854,25,,,,,1852.5,-1.1953125
1,3100,RAINFOREST_RESIN,9992,34,,,,,10008,34,,,,,10000.0,-56.0
1,3200,CROISSANTS,4274,130,,,,,4275,130,,,,,4274.5,0.0
1,3200,JAMS,6543,203,,,,,6545,203,,,,,6544.0,0.0
1,3200,KELP,2033,1,2032,28,,,2035,7,2036,29,,,2034.0,1.605712890625
1,3200,PICNIC_BASKET2,30250,1,30249,41,,,30255,13,30256,29,,,30252.5,0.0
1,3200,PICNIC_BASKET1,58677,13,58676,29,,,58687,1,58688,41,,,58682.0,0.0
1,3200,SQUID_INK,1851,29,,,,,1853,7,1854,29,,,1852.0,-1.683837890625
1,3200,RAINFOREST_RESIN,9992,34,,,,,10008,34,,,,,10000.0,-56.0
1,3200,DJEMBES,13417,61,,,,,13418,61,,,,,13417.5,0.0
1,3300,PICNIC_BASKET2,30248,2,30247,40,,,30253,14,30254,28,,,30250.5,0.0
1,3300,PICNIC_BASKET1,58671,2,58670,12,58669,28,58680,2,58681,12,58682,28,58675.5,0.0
1,3300,SQUID_INK,1851,28,,,,,1854,28,,,,,1852.5,-0.468505859375
1,3300,RAINFOREST_RESIN,9992,28,,,,,10008,28,,,,,10000.0,-56.0
1,3300,CROISSANTS,4274,123,,,,,4275,123,,,,,4274.5,0.0
1,3300,JAMS,6543,79,6542,139,,,6544,79,6545,139,,,6543.5,0.0
1,3300,DJEMBES,13415,63,,,,,13416,63,,,,,13415.5,0.0
1,3300,KELP,2033,2,2032,26,,,2036,28,,,,,2034.5,1.6455078125
1,3400,RAINFOREST_RESIN,9997,8,9992,34,,,10008,34,,,,,10002.5,-56.0
1,3400,DJEMBES,13416,22,13415,41,,,13417,63,,,,,13416.5,0.0
1,3400,CROISSANTS,4274,102,,,,,4275,102,,,,,4274.5,0.0
1,3400,JAMS,6543,50,6542,116,,,6544,50,6545,116,,,6543.5,0.0
1,3400,KELP,2034,3,2033,1,2032,25,2036,26,,,,,2035.0,1.74609375
1,3400,PICNIC_BASKET2,30246,20,30245,22,,,30251,1,30252,41,,,30248.5,0.0
1,3400,PICNIC_BASKET1,58674,1,58673,19,58672,22,58683,1,58684,19,58685,22,58678.5,0.0
1,3400,SQUID_INK,1851,3,1850,26,,,1853,26,,,,,1852.0,0.52783203125
1,3500,CROISSANTS,4274,140,,,,,4275,140,,,,,4274.5,0.0
1,3500,JAMS,6544,193,,,,,6546,193,,,,,6545.0,0.0
1,3500,DJEMBES,13414,78,,,,,13415,78,,,,,13414.5,0.0
1,3500,KELP,2033,2,2032,21,,,2035,1,2036,23,,,2034.0,1.604736328125
1,3500,PICNIC_BASKET2,30248,2,30247,42,,,30253,16,30254,28,,,30250.5,0.0
1,3500,PICNIC_BASKET1,58680,2,58679,14,58678,28,58689,2,58690,14,58691,28,58684.5,0.0
1,3500,SQUID_INK,1852,23,,,,,1853,1,1855,23,,,1852.5,-2.27294921875
1,3500,RAINFOREST_RESIN,9992,35,,,,,10008,35,,,,,10000.0,-56.0
1,3600,JAMS,6543,257,,,,,6545,257,,,,,6544.0,0.0
1,3600,CROISSANTS,4274,57,4273,97,,,4275,154,,,,,4274.5,0.0
1,3600,PICNIC_BASKET1,58676,15,58675,23,,,58687,15,58688,23,,,58681.5,0.0
1,3600,PICNIC_BASKET2,30244,38,,,,,30250,15,30251,23,,,30247.0,0.0
1,3600,KELP,2034,3,2033,30,,,2036,30,,,,,2035.0,1.4619140625
1,3600,SQUID_INK,1851,3,1850,30,,,1853,30,,,,,1852.0,0.986572265625
1,3600,DJEMBES,13414,61,,,,,13416,61,,,,,13415.0,0.0
1,3600,RAINFOREST_RESIN,9992,33,,,,,10008,33,,,,,10000.0,-56.0
1,3700,SQUID_INK,1851,20,,,,,1852,2,1854,25,,,1851.5,-0.3671875
1,3700,RAINFOREST_RESIN,9997,5,9992,35,,,10008,35,,,,,10002.5,-56.0
1,3700,PICNIC_BASKET1,58675,1,58674,16,58673,15,58684,1,58685,16,58686,15,58679.5,0.0
1,3700,PICNIC_BASKET2,30244,1,30243,31,,,30249,17,30250,15,,,30246.5,0.0
1,3700,CROISSANTS,4274,58,4273,75,,,4275,133,,,,,4274.5,0.0
1,3700,JAMS,6543,198,,,,,6545,198,,,,,6544.0,0.0
1,3700,DJEMBES,13413,15,13412,44,,,13414,59,,,,,13413.5,0.0
1,3700,KELP,2033,20,,,,,2035,2,2036,25,,,2034.0,1.501220703125
1,3800,DJEMBES,13414,60,,,,,13415,60,,,,,13414.5,0.0
1,3800,RAINFOREST_RESIN,9992,31,,,,,10008,31,,,,,10000.0,-56.0
1,3800,CROISSANTS,4274,49,4273,97,,,4275,146,,,,,4274.5,0.0
1,3800,JAMS,6543,198,,,,,6545,198,,,,,6544.0,0.0
1,3800,PICNIC_BASKET1,58680,1,58679,11,58678,25,58689,1,58690,11,58691,25,58684.5,0.0
1,3800,PICNIC_BASKET2,30245,37,,,,,30251,12,30252,25,,,30248.0,0.0
1,3800,KELP,2033,30,,,,,2036,30,,,,,2034.5,1.50244140625
1,3800,SQUID_INK,1849,30,,,,,1852,30,,,,,1850.5,2.444091796875
1,3900,CROISSANTS,4273,135,,,,,4275,135,,,,,4274.0,0.0
1,3900,JAMS,6542,247,,,,,6544,247,,,,,6543.0,0.0
1,3900,DJEMBES,13414,63,,,,,13415,63,,,,,13414.5,0.0
